"id","ubigeo","codigo","nombre","iddpto","idprov","provincia_id"
847,"090302","02",ANCHONGA,"09","0903 ",83
848,"090303","03",CALLANMARCA,"09","0903 ",83
849,"090304","04",CCOCHACCASA,"09","0903 ",83
850,"090305","05",CHINCHO,"09","0903 ",83
851,"090306","06",CONGALLA,"09","0903 ",83
852,"090307","07",HUANCA-HUANCA,"09","0903 ",83
853,"090308","08",HUAYLLAY GRANDE,"09","0903 ",83
854,"090309","09",JULCAMARCA,"09","0903 ",83
855,"090310","10",SAN ANTONIO DE ANTAPARCO,"09","0903 ",83
856,"090311","11",SANTO TOMAS DE PATA,"09","0903 ",83
857,"090312","12",SECCLLA,"09","0903 ",83
858,"090401","01",CASTROVIRREYNA,"09","0904 ",84
859,"090402","02",ARMA,"09","0904 ",84
860,"090403","03",AURAHUA,"09","0904 ",84
861,"090404","04",CAPILLAS,"09","0904 ",84
862,"090405","05",CHUPAMARCA,"09","0904 ",84
863,"090406","06",COCAS,"09","0904 ",84
864,"090407","07",HUACHOS,"09","0904 ",84
865,"090408","08",HUAMATAMBO,"09","0904 ",84
866,"090409","09",MOLLEPAMPA,"09","0904 ",84
867,"090410","10",SAN JUAN,"09","0904 ",84
868,"090411","11",SANTA ANA,"09","0904 ",84
869,"090412","12",TANTARA,"09","0904 ",84
870,"090413","13",TICRAPO,"09","0904 ",84
871,"090501","01",CHURCAMPA,"09","0905 ",85
872,"090502","02",ANCO,"09","0905 ",85
873,"090503","03",CHINCHIHUASI,"09","0905 ",85
874,"090504","04",EL CARMEN,"09","0905 ",85
875,"090505","05",LA MERCED,"09","0905 ",85
876,"090506","06",LOCROJA,"09","0905 ",85
877,"090507","07",PAUCARBAMBA,"09","0905 ",85
878,"090508","08",SAN MIGUEL DE MAYOCC,"09","0905 ",85
879,"090509","09",SAN PEDRO DE CORIS,"09","0905 ",85
880,"090510","10",PACHAMARCA,"09","0905 ",85
881,"090511","11",COSME,"09","0905 ",85
882,"090601","01",HUAYTARA,"09","0906 ",86
883,"090602","02",AYAVI,"09","0906 ",86
884,"090603","03",CÓRDOVA,"09","0906 ",86
885,"090604","04",HUAYACUNDO ARMA,"09","0906 ",86
886,"090605","05",LARAMARCA,"09","0906 ",86
887,"090606","06",OCOYO,"09","0906 ",86
888,"090607","07",PILPICHACA,"09","0906 ",86
889,"090608","08",QUERCO,"09","0906 ",86
890,"090609","09",QUITO-ARMA,"09","0906 ",86
891,"090610","10",SAN ANTONIO DE CUSICANCHA,"09","0906 ",86
892,"090611","11",SAN FRANCISCO DE SANGAYAICO,"09","0906 ",86
893,"090612","12",SAN ISIDRO,"09","0906 ",86
894,"090613","13",SANTIAGO DE CHOCORVOS,"09","0906 ",86
895,"090614","14",SANTIAGO DE QUIRAHUARA,"09","0906 ",86
896,"090615","15",SANTO DOMINGO DE CAPILLAS,"09","0906 ",86
897,"090616","16",TAMBO,"09","0906 ",86
898,"090701","01",PAMPAS,"09","0907 ",87
899,"090702","02",ACOSTAMBO,"09","0907 ",87
900,"090703","03",ACRAQUIA,"09","0907 ",87
901,"090704","04",AHUAYCHA,"09","0907 ",87
902,"090705","05",COLCABAMBA,"09","0907 ",87
903,"090706","06",DANIEL HERNÁNDEZ,"09","0907 ",87
904,"090707","07",HUACHOCOLPA,"09","0907 ",87
905,"090709","09",HUARIBAMBA,"09","0907 ",87
906,"090710","10",ÑAHUIMPUQUIO,"09","0907 ",87
907,"090711","11",PAZOS,"09","0907 ",87
908,"090713","13",QUISHUAR,"09","0907 ",87
909,"090714","14",SALCABAMBA,"09","0907 ",87
910,"090715","15",SALCAHUASI,"09","0907 ",87
911,"090716","16",SAN MARCOS DE ROCCHAC,"09","0907 ",87
912,"090717","17",SURCUBAMBA,"09","0907 ",87
913,"090718","18",TINTAY PUNCU,"09","0907 ",87
914,"090719","19",QUICHUAS,"09","0907 ",87
915,"090720","20",ANDAYMARCA,"09","0907 ",87
916,"090721","21",ROBLE,"09","0907 ",87
917,"090722","22",PICHOS,"09","0907 ",87
918,"090723","23",SANTIAGO DE TUCUMA,"09","0907 ",87
919,"090724","24",LAMBRAS,"09","0907 ",87
920,"090725","25",COCHABAMBA,"09","0907 ",87
921,"100101","01",HUANUCO,"10","1001 ",88
922,"100102","02",AMARILIS,"10","1001 ",88
923,"100103","03",CHINCHAO,"10","1001 ",88
924,"100104","04",CHURUBAMBA,"10","1001 ",88
925,"100105","05",MARGOS,"10","1001 ",88
926,"100106","06",QUISQUI,"10","1001 ",88
927,"100107","07",SAN FRANCISCO DE CAYRAN,"10","1001 ",88
928,"100108","08",SAN PEDRO DE CHAULAN,"10","1001 ",88
929,"100109","09",SANTA MARÍA DEL VALLE,"10","1001 ",88
930,"100110","10",YARUMAYO,"10","1001 ",88
931,"100111","11",PILLCO MARCA,"10","1001 ",88
932,"100112","12",YACUS,"10","1001 ",88
933,"100113","13",SAN PABLO DE PILLAO,"10","1001 ",88
934,"100201","01",AMBO,"10","1002 ",89
935,"100202","02",CAYNA,"10","1002 ",89
936,"100203","03",COLPAS,"10","1002 ",89
937,"100204","04",CONCHAMARCA,"10","1002 ",89
938,"100205","05",HUACAR,"10","1002 ",89
939,"100206","06",SAN FRANCISCO,"10","1002 ",89
940,"100207","07",SAN RAFAEL,"10","1002 ",89
941,"100208","08",TOMAY KICHWA,"10","1002 ",89
942,"100301","01",LA UNIÓN,"10","1003 ",90
943,"100307","07",CHUQUIS,"10","1003 ",90
944,"100311","11",MARÍAS,"10","1003 ",90
945,"100313","13",PACHAS,"10","1003 ",90
946,"100316","16",QUIVILLA,"10","1003 ",90
947,"100317","17",RIPAN,"10","1003 ",90
948,"100321","21",SHUNQUI,"10","1003 ",90
949,"100322","22",SILLAPATA,"10","1003 ",90
950,"100323","23",YANAS,"10","1003 ",90
951,"100401","01",HUACAYBAMBA,"10","1004 ",91
952,"100402","02",CANCHABAMBA,"10","1004 ",91
953,"100403","03",COCHABAMBA,"10","1004 ",91
954,"100404","04",PINRA,"10","1004 ",91
955,"100501","01",LLATA,"10","1005 ",92
956,"100502","02",ARANCAY,"10","1005 ",92
957,"100503","03",CHAVÍN DE PARIARCA,"10","1005 ",92
958,"100504","04",JACAS GRANDE,"10","1005 ",92
959,"100505","05",JIRCAN,"10","1005 ",92
960,"100506","06",MIRAFLORES,"10","1005 ",92
961,"100507","07",MONZÓN,"10","1005 ",92
962,"100508","08",PUNCHAO,"10","1005 ",92
963,"100509","09",PUÑOS,"10","1005 ",92
964,"100510","10",SINGA,"10","1005 ",92
965,"100511","11",TANTAMAYO,"10","1005 ",92
966,"100601","01",RUPA-RUPA,"10","1006 ",93
967,"100602","02",DANIEL ALOMÍA ROBLES,"10","1006 ",93
968,"100603","03",HERMÍLIO VALDIZAN,"10","1006 ",93
969,"100604","04",JOSÉ CRESPO Y CASTILLO,"10","1006 ",93
970,"100605","05",LUYANDO,"10","1006 ",93
971,"100606","06",MARIANO DAMASO BERAUN,"10","1006 ",93
972,"100607","07",PUCAYACU,"10","1006 ",93
973,"100608","08",CASTILLO GRANDE,"10","1006 ",93
974,"100609","09",PUEBLO NUEVO,"10","1006 ",93
975,"100610","10",SANTO DOMINGO DE ANDA,"10","1006 ",93
976,"100701","01",HUACRACHUCO,"10","1007 ",94
977,"100702","02",CHOLON,"10","1007 ",94
978,"100703","03",SAN BUENAVENTURA,"10","1007 ",94
979,"100704","04",LA MORADA,"10","1007 ",94
980,"100705","05",SANTA ROSA DE ALTO YANAJANCA,"10","1007 ",94
981,"100801","01",PANAO,"10","1008 ",95
982,"100802","02",CHAGLLA,"10","1008 ",95
983,"100803","03",MOLINO,"10","1008 ",95
984,"100804","04",UMARI,"10","1008 ",95
985,"100901","01",PUERTO INCA,"10","1009 ",96
986,"100902","02",CODO DEL POZUZO,"10","1009 ",96
987,"100903","03",HONORIA,"10","1009 ",96
988,"100904","04",TOURNAVISTA,"10","1009 ",96
989,"100905","05",YUYAPICHIS,"10","1009 ",96
990,"101001","01",JESÚS,"10","1010 ",97
991,"101002","02",BAÑOS,"10","1010 ",97
992,"101003","03",JIVIA,"10","1010 ",97
993,"101004","04",QUEROPALCA,"10","1010 ",97
994,"101005","05",RONDOS,"10","1010 ",97
995,"101006","06",SAN FRANCISCO DE ASÍS,"10","1010 ",97
996,"101007","07",SAN MIGUEL DE CAURI,"10","1010 ",97
997,"101101","01",CHAVINILLO,"10","1011 ",98
998,"101102","02",CAHUAC,"10","1011 ",98
999,"101103","03",CHACABAMBA,"10","1011 ",98
1000,"101104","04",APARICIO POMARES,"10","1011 ",98
1001,"101105","05",JACAS CHICO,"10","1011 ",98
1002,"101106","06",OBAS,"10","1011 ",98
1003,"101107","07",PAMPAMARCA,"10","1011 ",98
1004,"101108","08",CHORAS,"10","1011 ",98
1005,"110101","01",ICA,"11","1101 ",99
1006,"110102","02",LA TINGUIÑA,"11","1101 ",99
1007,"110103","03",LOS AQUIJES,"11","1101 ",99
1008,"110104","04",OCUCAJE,"11","1101 ",99
1009,"110105","05",PACHACUTEC,"11","1101 ",99
1010,"110106","06",PARCONA,"11","1101 ",99
1011,"110107","07",PUEBLO NUEVO,"11","1101 ",99
1012,"110108","08",SALAS,"11","1101 ",99
1013,"110109","09",SAN JOSÉ DE LOS MOLINOS,"11","1101 ",99
1014,"110110","10",SAN JUAN BAUTISTA,"11","1101 ",99
1015,"110111","11",SANTIAGO,"11","1101 ",99
1016,"110112","12",SUBTANJALLA,"11","1101 ",99
1017,"110113","13",TATE,"11","1101 ",99
1018,"110114","14",YAUCA DEL ROSARIO,"11","1101 ",99
1019,"110201","01",CHINCHA ALTA,"11","1102 ",100
1020,"110202","02",ALTO LARAN,"11","1102 ",100
1021,"110203","03",CHAVIN,"11","1102 ",100
1022,"110204","04",CHINCHA BAJA,"11","1102 ",100
1023,"110205","05",EL CARMEN,"11","1102 ",100
1024,"110206","06",GROCIO PRADO,"11","1102 ",100
1025,"110207","07",PUEBLO NUEVO,"11","1102 ",100
1026,"110208","08",SAN JUAN DE YANAC,"11","1102 ",100
1027,"110209","09",SAN PEDRO DE HUACARPANA,"11","1102 ",100
1028,"110210","10",SUNAMPE,"11","1102 ",100
1029,"110211","11",TAMBO DE MORA,"11","1102 ",100
1030,"110301","01",NASCA,"11","1103 ",101
1031,"110302","02",CHANGUILLO,"11","1103 ",101
1032,"110303","03",EL INGENIO,"11","1103 ",101
1033,"110304","04",MARCONA,"11","1103 ",101
1034,"110305","05",VISTA ALEGRE,"11","1103 ",101
1035,"110401","01",PALPA,"11","1104 ",102
1036,"110402","02",LLIPATA,"11","1104 ",102
1037,"110403","03",RÍO GRANDE,"11","1104 ",102
1038,"110404","04",SANTA CRUZ,"11","1104 ",102
1039,"110405","05",TIBILLO,"11","1104 ",102
1040,"110501","01",PISCO,"11","1105 ",103
1041,"110502","02",HUANCANO,"11","1105 ",103
1042,"110503","03",HUMAY,"11","1105 ",103
1043,"110504","04",INDEPENDENCIA,"11","1105 ",103
1044,"110505","05",PARACAS,"11","1105 ",103
1045,"110506","06",SAN ANDRÉS,"11","1105 ",103
1046,"110507","07",SAN CLEMENTE,"11","1105 ",103
1047,"110508","08",TUPAC AMARU INCA,"11","1105 ",103
1048,"120101","01",HUANCAYO,"12","1201 ",104
1049,"120104","04",CARHUACALLANGA,"12","1201 ",104
1050,"120105","05",CHACAPAMPA,"12","1201 ",104
1051,"120106","06",CHICCHE,"12","1201 ",104
1052,"120107","07",CHILCA,"12","1201 ",104
1053,"120108","08",CHONGOS ALTO,"12","1201 ",104
1054,"120111","11",CHUPURO,"12","1201 ",104
1055,"120112","12",COLCA,"12","1201 ",104
1056,"120113","13",CULLHUAS,"12","1201 ",104
1057,"120114","14",EL TAMBO,"12","1201 ",104
1058,"120116","16",HUACRAPUQUIO,"12","1201 ",104
1059,"120117","17",HUALHUAS,"12","1201 ",104
1060,"120119","19",HUANCAN,"12","1201 ",104
1061,"120120","20",HUASICANCHA,"12","1201 ",104
1062,"120121","21",HUAYUCACHI,"12","1201 ",104
1063,"120122","22",INGENIO,"12","1201 ",104
1064,"120124","24",PARIAHUANCA,"12","1201 ",104
1065,"120125","25",PILCOMAYO,"12","1201 ",104
1066,"120126","26",PUCARA,"12","1201 ",104
1067,"120127","27",QUICHUAY,"12","1201 ",104
1068,"120128","28",QUILCAS,"12","1201 ",104
1069,"120129","29",SAN AGUSTÍN,"12","1201 ",104
1070,"120130","30",SAN JERÓNIMO DE TUNAN,"12","1201 ",104
1071,"120132","32",SAÑO,"12","1201 ",104
1072,"120133","33",SAPALLANGA,"12","1201 ",104
1073,"120134","34",SICAYA,"12","1201 ",104
1074,"120135","35",SANTO DOMINGO DE ACOBAMBA,"12","1201 ",104
1075,"120136","36",VIQUES,"12","1201 ",104
1076,"120201","01",CONCEPCIÓN,"12","1202 ",105
1077,"120202","02",ACO,"12","1202 ",105
1078,"120203","03",ANDAMARCA,"12","1202 ",105
1079,"120204","04",CHAMBARA,"12","1202 ",105
1080,"120205","05",COCHAS,"12","1202 ",105
1081,"120206","06",COMAS,"12","1202 ",105
1082,"120207","07",HEROÍNAS TOLEDO,"12","1202 ",105
1083,"120208","08",MANZANARES,"12","1202 ",105
1084,"120209","09",MARISCAL CASTILLA,"12","1202 ",105
1085,"120210","10",MATAHUASI,"12","1202 ",105
1086,"120211","11",MITO,"12","1202 ",105
1087,"120212","12",NUEVE DE JULIO,"12","1202 ",105
1088,"120213","13",ORCOTUNA,"12","1202 ",105
1089,"120214","14",SAN JOSÉ DE QUERO,"12","1202 ",105
1090,"120215","15",SANTA ROSA DE OCOPA,"12","1202 ",105
1091,"120301","01",CHANCHAMAYO,"12","1203 ",106
1092,"120302","02",PERENE,"12","1203 ",106
1093,"120303","03",PICHANAQUI,"12","1203 ",106
1094,"120304","04",SAN LUIS DE SHUARO,"12","1203 ",106
1095,"120305","05",SAN RAMÓN,"12","1203 ",106
1096,"120306","06",VITOC,"12","1203 ",106
1097,"120401","01",JAUJA,"12","1204 ",107
1098,"120402","02",ACOLLA,"12","1204 ",107
1099,"120403","03",APATA,"12","1204 ",107
1100,"120404","04",ATAURA,"12","1204 ",107
1101,"120405","05",CANCHAYLLO,"12","1204 ",107
1102,"120406","06",CURICACA,"12","1204 ",107
1103,"120407","07",EL MANTARO,"12","1204 ",107
1104,"120408","08",HUAMALI,"12","1204 ",107
1105,"120409","09",HUARIPAMPA,"12","1204 ",107
1106,"120410","10",HUERTAS,"12","1204 ",107
1107,"120411","11",JANJAILLO,"12","1204 ",107
1108,"120412","12",JULCÁN,"12","1204 ",107
1109,"120413","13",LEONOR ORDÓÑEZ,"12","1204 ",107
1110,"120414","14",LLOCLLAPAMPA,"12","1204 ",107
1111,"120415","15",MARCO,"12","1204 ",107
1112,"120416","16",MASMA,"12","1204 ",107
1113,"120417","17",MASMA CHICCHE,"12","1204 ",107
1114,"120418","18",MOLINOS,"12","1204 ",107
1115,"120419","19",MONOBAMBA,"12","1204 ",107
1116,"120420","20",MUQUI,"12","1204 ",107
1117,"120421","21",MUQUIYAUYO,"12","1204 ",107
1118,"120422","22",PACA,"12","1204 ",107
1119,"120423","23",PACCHA,"12","1204 ",107
1120,"120424","24",PANCAN,"12","1204 ",107
1121,"120425","25",PARCO,"12","1204 ",107
1122,"120426","26",POMACANCHA,"12","1204 ",107
1123,"120427","27",RICRAN,"12","1204 ",107
1124,"120428","28",SAN LORENZO,"12","1204 ",107
1125,"120429","29",SAN PEDRO DE CHUNAN,"12","1204 ",107
1126,"120430","30",SAUSA,"12","1204 ",107
1127,"120431","31",SINCOS,"12","1204 ",107
1128,"120432","32",TUNAN MARCA,"12","1204 ",107
1129,"120433","33",YAULI,"12","1204 ",107
1130,"120434","34",YAUYOS,"12","1204 ",107
1131,"120501","01",JUNIN,"12","1205 ",108
1132,"120502","02",CARHUAMAYO,"12","1205 ",108
1133,"120503","03",ONDORES,"12","1205 ",108
1134,"120504","04",ULCUMAYO,"12","1205 ",108
1135,"120601","01",SATIPO,"12","1206 ",109
1136,"120602","02",COVIRIALI,"12","1206 ",109
1137,"120603","03",LLAYLLA,"12","1206 ",109
1138,"120604","04",MAZAMARI,"12","1206 ",109
1139,"120605","05",PAMPA HERMOSA,"12","1206 ",109
1140,"120606","06",PANGOA,"12","1206 ",109
1141,"120607","07",RÍO NEGRO,"12","1206 ",109
1142,"120608","08",RÍO TAMBO,"12","1206 ",109
1143,"120609","09",VIZCATAN DEL ENE,"12","1206 ",109
1144,"120701","01",TARMA,"12","1207 ",110
1145,"120702","02",ACOBAMBA,"12","1207 ",110
1146,"120703","03",HUARICOLCA,"12","1207 ",110
1147,"120704","04",HUASAHUASI,"12","1207 ",110
1148,"120705","05",LA UNIÓN,"12","1207 ",110
1149,"120706","06",PALCA,"12","1207 ",110
1150,"120707","07",PALCAMAYO,"12","1207 ",110
1151,"120708","08",SAN PEDRO DE CAJAS,"12","1207 ",110
1152,"120709","09",TAPO,"12","1207 ",110
1153,"120801","01",LA OROYA,"12","1208 ",111
1154,"120802","02",CHACAPALPA,"12","1208 ",111
1155,"120803","03",HUAY-HUAY,"12","1208 ",111
1156,"120804","04",MARCAPOMACOCHA,"12","1208 ",111
1157,"120805","05",MOROCOCHA,"12","1208 ",111
1158,"120806","06",PACCHA,"12","1208 ",111
1159,"120807","07",SANTA BÁRBARA DE CARHUACAYAN,"12","1208 ",111
1160,"120808","08",SANTA ROSA DE SACCO,"12","1208 ",111
1161,"120809","09",SUITUCANCHA,"12","1208 ",111
1162,"120810","10",YAULI,"12","1208 ",111
1163,"120901","01",CHUPACA,"12","1209 ",112
1164,"120902","02",AHUAC,"12","1209 ",112
1165,"120903","03",CHONGOS BAJO,"12","1209 ",112
1166,"120904","04",HUACHAC,"12","1209 ",112
1167,"120905","05",HUAMANCACA CHICO,"12","1209 ",112
1168,"120906","06",SAN JUAN DE ISCOS,"12","1209 ",112
1169,"120907","07",SAN JUAN DE JARPA,"12","1209 ",112
1170,"120908","08",TRES DE DICIEMBRE,"12","1209 ",112
1171,"120909","09",YANACANCHA,"12","1209 ",112
1172,"130101","01",TRUJILLO,"13","1301 ",113
1173,"130102","02",EL PORVENIR,"13","1301 ",113
1174,"130103","03",FLORENCIA DE MORA,"13","1301 ",113
1175,"130104","04",HUANCHACO,"13","1301 ",113
1176,"130105","05",LA ESPERANZA,"13","1301 ",113
1177,"130106","06",LAREDO,"13","1301 ",113
1178,"130107","07",MOCHE,"13","1301 ",113
1179,"130108","08",POROTO,"13","1301 ",113
1180,"130109","09",SALAVERRY,"13","1301 ",113
1181,"130110","10",SIMBAL,"13","1301 ",113
1182,"130111","11",VICTOR LARCO HERRERA,"13","1301 ",113
1183,"130112","12",ALTO TRUJILLO,"13","1301 ",113
1184,"130201","01",ASCOPE,"13","1302 ",114
1185,"130202","02",CHICAMA,"13","1302 ",114
1186,"130203","03",CHOCOPE,"13","1302 ",114
1187,"130204","04",MAGDALENA DE CAO,"13","1302 ",114
1188,"130205","05",PAIJAN,"13","1302 ",114
1189,"130206","06",RÁZURI,"13","1302 ",114
1190,"130207","07",SANTIAGO DE CAO,"13","1302 ",114
1191,"130208","08",CASA GRANDE,"13","1302 ",114
1192,"130301","01",BOLÍVAR,"13","1303 ",115
1193,"130302","02",BAMBAMARCA,"13","1303 ",115
1194,"130303","03",CONDORMARCA,"13","1303 ",115
1195,"130304","04",LONGOTEA,"13","1303 ",115
1196,"130305","05",UCHUMARCA,"13","1303 ",115
1197,"130306","06",UCUNCHA,"13","1303 ",115
1198,"130401","01",CHEPEN,"13","1304 ",116
1199,"130402","02",PACANGA,"13","1304 ",116
1200,"130403","03",PUEBLO NUEVO,"13","1304 ",116
1201,"130501","01",JULCAN,"13","1305 ",117
1202,"130502","02",CALAMARCA,"13","1305 ",117
1203,"130503","03",CARABAMBA,"13","1305 ",117
1204,"130504","04",HUASO,"13","1305 ",117
1205,"130601","01",OTUZCO,"13","1306 ",118
1206,"130602","02",AGALLPAMPA,"13","1306 ",118
1207,"130604","04",CHARAT,"13","1306 ",118
1208,"130605","05",HUARANCHAL,"13","1306 ",118
1209,"130606","06",LA CUESTA,"13","1306 ",118
1210,"130608","08",MACHE,"13","1306 ",118
1211,"130610","10",PARANDAY,"13","1306 ",118
1212,"130611","11",SALPO,"13","1306 ",118
1213,"130613","13",SINSICAP,"13","1306 ",118
1214,"130614","14",USQUIL,"13","1306 ",118
1215,"130701","01",SAN PEDRO DE LLOC,"13","1307 ",119
1216,"130702","02",GUADALUPE,"13","1307 ",119
1217,"130703","03",JEQUETEPEQUE,"13","1307 ",119
1218,"130704","04",PACASMAYO,"13","1307 ",119
1219,"130705","05",SAN JOSÉ,"13","1307 ",119
1220,"130801","01",TAYABAMBA,"13","1308 ",120
1221,"130802","02",BULDIBUYO,"13","1308 ",120
1222,"130803","03",CHILLIA,"13","1308 ",120
1223,"130804","04",HUANCASPATA,"13","1308 ",120
1224,"130805","05",HUAYLILLAS,"13","1308 ",120
1225,"130806","06",HUAYO,"13","1308 ",120
1226,"130807","07",ONGON,"13","1308 ",120
1227,"130808","08",PARCOY,"13","1308 ",120
1228,"130809","09",PATAZ,"13","1308 ",120
1229,"130810","10",PIAS,"13","1308 ",120
1230,"130811","11",SANTIAGO DE CHALLAS,"13","1308 ",120
1231,"130812","12",TAURIJA,"13","1308 ",120
1232,"130813","13",URPAY,"13","1308 ",120
1233,"130901","01",HUAMACHUCO,"13","1309 ",121
1234,"130902","02",CHUGAY,"13","1309 ",121
1235,"130903","03",COCHORCO,"13","1309 ",121
1236,"130904","04",CURGOS,"13","1309 ",121
1237,"130905","05",MARCABAL,"13","1309 ",121
1238,"130906","06",SANAGORAN,"13","1309 ",121
1239,"130907","07",SARIN,"13","1309 ",121
1240,"130908","08",SARTIMBAMBA,"13","1309 ",121
1241,"131001","01",SANTIAGO DE CHUCO,"13","1310 ",122
1242,"131002","02",ANGASMARCA,"13","1310 ",122
1243,"131003","03",CACHICADAN,"13","1310 ",122
1244,"131004","04",MOLLEBAMBA,"13","1310 ",122
1245,"131005","05",MOLLEPATA,"13","1310 ",122
1246,"131006","06",QUIRUVILCA,"13","1310 ",122
1247,"131007","07",SANTA CRUZ DE CHUCA,"13","1310 ",122
1248,"131008","08",SITABAMBA,"13","1310 ",122
1249,"131101","01",CASCAS,"13","1311 ",123
1250,"131102","02",LUCMA,"13","1311 ",123
1251,"131103","03",MARMOT,"13","1311 ",123
1252,"131104","04",SAYAPULLO,"13","1311 ",123
1253,"131201","01",VIRU,"13","1312 ",124
1254,"131202","02",CHAO,"13","1312 ",124
1255,"131203","03",GUADALUPITO,"13","1312 ",124
1256,"140101","01",CHICLAYO,"14","1401 ",125
1257,"140102","02",CHONGOYAPE,"14","1401 ",125
1258,"140103","03",ETEN,"14","1401 ",125
1259,"140104","04",ETEN PUERTO,"14","1401 ",125
1260,"140105","05",JOSÉ LEONARDO ORTIZ,"14","1401 ",125
1261,"140106","06",LA VICTORIA,"14","1401 ",125
1262,"140107","07",LAGUNAS,"14","1401 ",125
1263,"140108","08",MONSEFU,"14","1401 ",125
1264,"140109","09",NUEVA ARICA,"14","1401 ",125
1265,"140110","10",OYOTUN,"14","1401 ",125
1266,"140111","11",PICSI,"14","1401 ",125
1267,"140112","12",PIMENTEL,"14","1401 ",125
1268,"140113","13",REQUE,"14","1401 ",125
1269,"140114","14",SANTA ROSA,"14","1401 ",125
1270,"140115","15",SAÑA,"14","1401 ",125
1271,"140116","16",CAYALTI,"14","1401 ",125
1272,"140117","17",PATAPO,"14","1401 ",125
1273,"140118","18",POMALCA,"14","1401 ",125
1274,"140119","19",PUCALA,"14","1401 ",125
1275,"140120","20",TUMAN,"14","1401 ",125
1276,"140201","01",FERREÑAFE,"14","1402 ",126
1277,"140202","02",CAÑARIS,"14","1402 ",126
1278,"140203","03",INCAHUASI,"14","1402 ",126
1279,"140204","04",MANUEL ANTONIO MESONES MURO,"14","1402 ",126
1280,"140205","05",PITIPO,"14","1402 ",126
1281,"140206","06",PUEBLO NUEVO,"14","1402 ",126
1282,"140301","01",LAMBAYEQUE,"14","1403 ",127
1283,"140302","02",CHOCHOPE,"14","1403 ",127
1284,"140303","03",ILLIMO,"14","1403 ",127
1285,"140304","04",JAYANCA,"14","1403 ",127
1286,"140305","05",MOCHUMI,"14","1403 ",127
1287,"140306","06",MORROPE,"14","1403 ",127
1288,"140307","07",MOTUPE,"14","1403 ",127
1289,"140308","08",OLMOS,"14","1403 ",127
1290,"140309","09",PACORA,"14","1403 ",127
1291,"140310","10",SALAS,"14","1403 ",127
1292,"140311","11",SAN JOSÉ,"14","1403 ",127
1293,"140312","12",TUCUME,"14","1403 ",127
1294,"150101","01",LIMA,"15","1501 ",128
1295,"150102","02",ANCÓN,"15","1501 ",128
1296,"150103","03",ATE,"15","1501 ",128
1297,"150104","04",BARRANCO,"15","1501 ",128
1298,"150105","05",BREÑA,"15","1501 ",128
1299,"150106","06",CARABAYLLO,"15","1501 ",128
1300,"150107","07",CHACLACAYO,"15","1501 ",128
1301,"150108","08",CHORRILLOS,"15","1501 ",128
1302,"150109","09",CIENEGUILLA,"15","1501 ",128
1303,"150110","10",COMAS,"15","1501 ",128
1304,"150111","11",EL AGUSTINO,"15","1501 ",128
1305,"150112","12",INDEPENDENCIA,"15","1501 ",128
1306,"150113","13",JESÚS MARÍA,"15","1501 ",128
1307,"150114","14",LA MOLINA,"15","1501 ",128
1308,"150115","15",LA VICTORIA,"15","1501 ",128
1309,"150116","16",LINCE,"15","1501 ",128
1310,"150117","17",LOS OLIVOS,"15","1501 ",128
1311,"150118","18",LURIGANCHO,"15","1501 ",128
1312,"150119","19",LURIN,"15","1501 ",128
1313,"150120","20",MAGDALENA DEL MAR,"15","1501 ",128
1314,"150121","21",PUEBLO LIBRE,"15","1501 ",128
1315,"150122","22",MIRAFLORES,"15","1501 ",128
1316,"150123","23",PACHACAMAC,"15","1501 ",128
1317,"150124","24",PUCUSANA,"15","1501 ",128
1318,"150125","25",PUENTE PIEDRA,"15","1501 ",128
1319,"150126","26",PUNTA HERMOSA,"15","1501 ",128
1320,"150127","27",PUNTA NEGRA,"15","1501 ",128
1321,"150128","28",RÍMAC,"15","1501 ",128
1322,"150129","29",SAN BARTOLO,"15","1501 ",128
1323,"150130","30",SAN BORJA,"15","1501 ",128
1324,"150131","31",SAN ISIDRO,"15","1501 ",128
1325,"150132","32",SAN JUAN DE LURIGANCHO,"15","1501 ",128
1326,"150133","33",SAN JUAN DE MIRAFLORES,"15","1501 ",128
1327,"150134","34",SAN LUIS,"15","1501 ",128
1328,"150135","35",SAN MARTÍN DE PORRES,"15","1501 ",128
1329,"150136","36",SAN MIGUEL,"15","1501 ",128
1330,"150137","37",SANTA ANITA,"15","1501 ",128
1331,"150138","38",SANTA MARÍA DEL MAR,"15","1501 ",128
1332,"150139","39",SANTA ROSA,"15","1501 ",128
1333,"150140","40",SANTIAGO DE SURCO,"15","1501 ",128
1334,"150141","41",SURQUILLO,"15","1501 ",128
1335,"150142","42",VILLA EL SALVADOR,"15","1501 ",128
1336,"150143","43",VILLA MARÍA DEL TRIUNFO,"15","1501 ",128
1337,"150201","01",BARRANCA,"15","1502 ",129
1338,"150202","02",PARAMONGA,"15","1502 ",129
1339,"150203","03",PATIVILCA,"15","1502 ",129
1340,"150204","04",SUPE,"15","1502 ",129
1341,"150205","05",SUPE PUERTO,"15","1502 ",129
1342,"150301","01",CAJATAMBO,"15","1503 ",130
1343,"150302","02",COPA,"15","1503 ",130
1344,"150303","03",GORGOR,"15","1503 ",130
1345,"150304","04",HUANCAPON,"15","1503 ",130
1346,"150305","05",MANAS,"15","1503 ",130
1347,"150401","01",CANTA,"15","1504 ",131
1348,"150402","02",ARAHUAY,"15","1504 ",131
